trade_id,entry_time,exit_time,direction,entry_price_a,entry_price_b,exit_price_a,exit_price_b,qty_a,qty_b,gross_pnl,fees,slippage_cost,net_pnl,return_pct,duration_bars,exit_reason
11,2023-05-06 10:00:00+00:00,2023-05-07 10:00:00+00:00,LONG_SPREAD,0.07779,16.969,0.07704,16.58,32137.806916056048,-100.07706082352361,14.826621473308911,3.3333527833525407,1.6666763916762701,9.8265922982801,0.002340663713886499,24,mean_reversion_exit
12,2023-05-08 18:00:00+00:00,2023-05-09 12:00:00+00:00,LONG_SPREAD,0.07168,15.239,0.07316,15.47,34877.232142857145,-111.43826006393938,25.87606549665891,3.389510332749978,1.6947551663749887,20.791799997533943,0.004952542073932484,18,mean_reversion_exit
13,2023-05-11 16:00:00+00:00,2023-05-11 21:00:00+00:00,LONG_SPREAD,0.07079,15.048,0.07144,14.968,35315.72255968357,-112.85271432179506,31.983436809537857,3.3641369170987185,1.682068458549359,26.937231433889778,0.006416364722987856,5,mean_reversion_exit
14,2023-05-16 16:00:00+00:00,2023-05-16 21:00:00+00:00,SHORT_SPREAD,0.07222,14.904,0.07296,14.873,-34616.449736914976,113.94307871137764,-29.148408245369534,3.367399691037604,1.6836998455188017,-34.19950778192594,-0.008146216355383307,5,stop_z_exit
15,2023-05-17 22:00:00+00:00,2023-05-21 16:00:00+00:00,SHORT_SPREAD,0.07489,15.152,0.07223,14.293,-33382.29403124583,112.07811807777009,-7.478201305690744,3.2845373138707314,1.6422686569353655,-12.40500727649684,-0.002954834139977107,90,mean_reversion_exit
16,2023-05-22 01:00:00+00:00,2023-05-22 09:00:00+00:00,LONG_SPREAD,0.07104,14.206,0.0728,14.514,35191.441441441435,-119.54157715855077,25.118131172103233,3.3980684131722056,1.6990342065861026,20.021028552344923,0.0047689467136396236,8,mean_reversion_exit
17,2023-05-24 04:00:00+00:00,2023-05-24 20:00:00+00:00,LONG_SPREAD,0.07125,14.445,0.07099,14.156,35087.71929824562,-117.5636999040756,24.853102254734086,3.34132662957557,1.6706633147877847,19.841112310370733,0.004726091224539752,16,mean_reversion_exit
18,2023-05-29 14:00:00+00:00,2023-05-30 07:00:00+00:00,SHORT_SPREAD,0.07322,14.566,0.07237,14.486,-34143.67659109533,116.5870963280497,19.695157396186694,3.3432264789680284,1.671613239484014,14.680317677734653,0.003496805998821603,17,mean_reversion_exit
19,2023-06-02 14:00:00+00:00,2023-06-02 19:00:00+00:00,LONG_SPREAD,0.0718,14.421,0.07292,14.508,34818.94150417827,-117.7593540749166,28.75215068016181,3.378263027407177,1.6891315137035883,23.684756139051046,0.005641635226550544,5,mean_reversion_exit
20,2023-06-04 15:00:00+00:00,2023-06-05 02:00:00+00:00,LONG_SPREAD,0.07266,14.795,0.07149,14.718,34406.82631434077,-114.78253768937967,-31.41773138569662,3.338928419215554,1.669464209607777,-36.42612401451995,-0.008676589414749537,11,stop_z_exit
21,2023-06-06 03:00:00+00:00,2023-06-06 19:00:00+00:00,LONG_SPREAD,0.06661,13.991,0.07102,14.606,37531.902116799276,-121.37857516363178,90.86786460945112,3.454631520915785,1.7273157604578924,85.68591732807744,0.02041011892963267,16,mean_reversion_exit
22,2023-06-09 22:00:00+00:00,2023-06-10 00:00:00+00:00,SHORT_SPREAD,0.06955,13.81,0.0704,13.534,-35945.363048166786,122.96941673529125,-64.49311760988225,3.3572117159202985,1.6786058579601493,-69.5289351837627,-0.016561576048930403,2,stop_z_exit
23,2023-06-14 20:00:00+00:00,2023-06-15 07:00:00+00:00,LONG_SPREAD,0.05887,11.232,0.06018,11.231,42466.45150331238,-151.19370059778956,55.782245169936864,3.380758059198995,1.6903790295994974,50.71110808113837,0.012079228177327766,11,mean_reversion_exit
24,2023-06-15 10:00:00+00:00,2023-06-17 11:00:00+00:00,SHORT_SPREAD,0.06094,11.136,0.06242,11.738,-41023.95799146702,152.49709456846014,31.087793102841783,3.419573599594532,1.709786799797266,25.958432703449986,0.00618321791054306,49,mean_reversion_exit
25,2023-06-20 20:00:00+00:00,2023-06-22 01:00:00+00:00,LONG_SPREAD,0.06268,11.994,0.06811,13.154,39885.1308232291,-141.58809780843524,52.33406691234927,3.5108934976226656,1.7554467488113326,47.06772666591527,0.011211386059165019,29,mean_reversion_exit
26,2023-06-25 07:00:00+00:00,2023-06-27 23:00:00+00:00,LONG_SPREAD,0.06765,13.563,0.06553,13.191,36954.91500369549,-125.20885092637117,-31.76672726322426,3.3085972711505205,1.65429863557526,-36.729623169950045,-0.008748881969355143,64,mean_reversion_exit
27,2023-06-30 11:00:00+00:00,2023-06-30 13:00:00+00:00,SHORT_SPREAD,0.06628,13.224,0.06334,12.607,-37718.76885938443,128.41860595238748,31.658900573967486,3.2825151319638124,1.6412575659819062,26.735127876021767,0.0063682242842691555,2,mean_reversion_exit
28,2023-06-30 17:00:00+00:00,2023-07-01 01:00:00+00:00,SHORT_SPREAD,0.06596,13.029,0.06894,13.119,-37901.758641600965,130.340597522018,-101.21658697498914,3.408437273903079,1.7042186369515395,-106.32924288584375,-0.025327294853932127,8,stop_z_exit
29,2023-07-04 16:00:00+00:00,2023-07-05 10:00:00+00:00,SHORT_SPREAD,0.07155,13.267,0.0665,12.662,-34940.60097833683,128.00238525019765,99.00859186423153,3.257009524884711,1.6285047624423552,94.12307757690446,0.022419824252008922,18,mean_reversion_exit
